name,pctwhite,pctblack,pctapi,pctaian,pcthispanic
,9.4,0,42.11,0,45.11
,96.99,(S),0,0,1.88
,97.74,0,(S),0,(S)
,99.25,0,(S),0,(S)
,96.24,(S),(S),0,3.38
,30.45,(S),(S),0,64.29
,9.77,(S),(S),0,89.85
,96.24,0,(S),0,(S)
,97.37,0,0,(S),(S)
,92.11,(S),(S),3.38,3.76
,96.99,0,0,0,3.01
,95.86,(S),(S),0,(S)
,90.6,0,(S),0,7.52
,59.02,(S),(S),(S),38.72
,97.74,0,(S),(S),(S)
,96.62,0,(S),0,(S)
,5.64,(S),4.51,0,87.59
,98.5,(S),0,0,(S)
,87.97,7.14,0,(S),(S)
,(S),(S),96.99,0,0
,95.49,0,0,(S),3.01
,96.24,(S),0,0,2.63
,72.18,23.31,(S),0,3.38
,95.86,(S),(S),0,(S)
,94.36,(S),(S),0,3.01
,71.05,(S),2.63,(S),23.31
,90.19,(S),(S),0,4.91
,2.64,89.81,(S),(S),4.15
,95.47,(S),(S),0,(S)
,91.7,(S),(S),0,5.66
,57.74,(S),(S),(S),36.23
,5.66,89.06,0,0,2.64
,48.68,36.23,(S),(S),9.81
,96.23,(S),(S),0,1.89
,7.55,(S),76.98,(S),10.19
,46.04,50.94,0,(S),(S)
,96.6,(S),(S),0,1.89
,84.15,11.32,(S),0,3.77
,55.09,(S),10.57,(S),8.3
,92.45,(S),(S),(S),1.89
,97.36,0,(S),0,1.89
,81.13,10.57,(S),(S),3.77
,2.64,0,0,0,97.36
,10.57,(S),(S),0,87.92
,95.47,(S),(S),0,2.64
,84.15,1.89,0,0,8.3
,92.45,(S),(S),0,2.26
,94.34,(S),2.26,0,2.26
,91.32,(S),(S),0,3.4
,(S),(S),0,0,98.49
,95.09,0,(S),1.89,1.89
,10.57,(S),2.26,0,86.42
,57.36,3.02,(S),0,37.74
,90.94,(S),(S),0,3.77
,94.72,(S),0,0,3.4
,98.87,0,0,0,(S)
,93.58,0,(S),0,4.15
,98.49,(S),(S),0,0
,94.34,0,(S),1.89,(S)
,96.6,(S),(S),(S),(S)
,95.47,(S),(S),0,3.77
,76.98,6.04,2.64,(S),13.21
,96.23,0,(S),0,(S)
,2.26,(S),(S),0,95.47
,97.36,(S),0,(S),(S)
,91.7,(S),(S),(S),4.53
,94.72,0,0,(S),3.77
,7.55,2.26,(S),0,89.81
,64.15,(S),2.64,(S),32.08
,81.89,10.57,(S),2.64,(S)
,78.87,5.66,8.3,(S),5.28
,97.36,(S),0,(S),(S)
,94.72,(S),0,0,(S)
,95.47,0,(S),0,3.4
,96.6,0,(S),0,(S)
,93.96,(S),(S),0,3.02
,89.81,(S),(S),0,4.53
,96.23,0,(S),0,2.26
,89.81,0,1.89,(S),6.42
,5.66,(S),84.53,(S),3.77
,93.58,(S),2.26,(S),(S)
,84.91,2.64,(S),(S),9.43
,92.45,1.89,(S),(S),3.02
,93.96,0,1.89,0,1.89
,95.09,(S),(S),0,1.89
,95.85,0,(S),(S),1.89
,93.96,(S),0,0,5.66
,97.36,(S),0,0,2.26
,93.96,(S),0,(S),3.77
,94.34,0,(S),(S),1.89
,96.23,(S),(S),0,1.89
,92.83,0,(S),0,4.91
,95.09,(S),(S),0,2.26
,94.34,0,(S),(S),2.26
,65.28,16.23,6.04,(S),7.17
,96.23,0,(S),0,2.26
,97.74,0,0,(S),(S)
,93.96,(S),(S),0,3.4
,98.11,0,0,0,0
,84.91,(S),(S),0,5.28
,28.68,60.38,6.42,(S),2.64
,91.32,0,(S),(S),4.15
,66.04,28.68,(S),(S),2.64
,91.7,0,(S),(S),4.91
,94.34,(S),(S),0,3.02
,69.06,20.75,(S),(S),6.79
,(S),(S),0,0,99.25
,6.04,(S),84.53,0,(S)
,95.85,0,(S),0,3.02
,4.15,92.08,(S),0,2.26
,36.98,0,54.34,0,4.91
,89.81,(S),0,(S),9.81
,41.13,46.79,(S),(S),5.28
,96.98,0,(S),0,(S)
,6.79,(S),66.79,(S),10.19
,94.72,0,(S),(S),(S)
,81.13,13.21,(S),(S),3.02
,4.15,(S),91.32,0,(S)
,91.32,(S),0,0,6.79
,16.23,(S),74.72,(S),3.4
,96.6,(S),0,(S),2.64
,6.42,(S),46.42,(S),42.64
,96.98,0,(S),0,2.26
,93.96,(S),(S),(S),3.02
,89.06,0,(S),0,9.81
,96.23,(S),(S),0,0
,(S),0,98.49,(S),0
,80.75,3.4,0,0,13.58
,88.68,(S),(S),0,7.55
,95.85,(S),0,0,3.02
,77.74,13.58,2.26,(S),5.28
,84.53,(S),(S),(S),1.89
,96.6,0,(S),0,(S)
,(S),(S),90.94,0,(S)
,95.85,(S),(S),(S),(S)
,95.09,0,(S),(S),4.15
,97.36,(S),(S),0,1.89
,67.92,26.42,2.64,(S),2.26
,92.45,(S),(S),0,3.4
,93.58,(S),(S),0,3.4
,97.74,(S),(S),0,0
,93.58,(S),0,(S),2.64
,93.21,0,(S),(S),4.91
,95.09,0,(S),0,4.15
,(S),98.11,0,0,(S)
,91.32,0,(S),0,6.42
,2.26,94.34,0,(S),(S)
,93.96,0,(S),0,4.91
,95.85,(S),(S),0,2.26
,94.72,(S),2.64,(S),2.26
,90.94,(S),(S),0,5.66
,96.6,0,(S),0,(S)
,94.34,0,(S),(S),3.4
,6.04,(S),(S),0,93.58
,25.66,(S),3.02,0,70.94
,95.47,0,(S),0,2.26
,94.34,(S),(S),0,2.64
,60,35.47,(S),(S),(S)
,98.87,0,(S),0,0
,91.7,(S),1.89,0,5.66
,95.85,0,(S),0,2.64
,9.43,(S),69.43,(S),12.83
,96.6,0,(S),(S),(S)
,95.09,(S),(S),(S),2.26
,96.6,(S),(S),(S),(S)
,15.09,(S),32.08,0,50.57
,96.6,(S),(S),(S),0
,88.68,4.15,(S),0,5.66
,96.6,(S),(S),0,2.64
,94.72,(S),1.89,0,(S)
,76.98,9.43,1.89,0,2.64
,93.58,(S),(S),0,3.77
,35.85,(S),23.02,0,40.38
,93.96,0,(S),1.89,(S)
,7.92,(S),40,0,50.57
,7.55,0,80.38,0,3.4
,4.15,0,0,0,95.85
,93.96,(S),(S),0,3.4
,37.36,54.72,(S),(S),3.02
,4.53,(S),30.94,0,63.77
,96.6,(S),0,0,(S)
,96.6,0,(S),0,(S)
,96.6,0,(S),0,(S)
,(S),92.08,1.89,(S),2.64
,98.87,(S),0,0,(S)
,91.7,(S),(S),0,6.04
,96.23,0,0,2.64,(S)
,(S),(S),0,0,99.25
,(S),(S),0,0,98.11
,96.23,(S),1.89,(S),0
,90.19,(S),(S),(S),7.17
,97.36,(S),0,(S),(S)
,95.09,0,(S),0,3.02
,96.23,(S),0,0,3.4
,43.02,3.77,0,0,50.94
,0,95.47,(S),0,(S)
,87.17,(S),(S),3.4,5.28
,80.75,12.83,(S),0,4.53
,93.21,0,(S),0,4.91
,95.85,0,(S),0,2.26
,46.79,24.91,6.04,0,20
,90.57,0,(S),3.4,(S)
,96.6,(S),0,0,(S)
,0,2.64,93.58,(S),(S)
,3.4,0,18.87,0,71.7
,69.81,8.3,15.47,0,4.15
,48.68,45.66,(S),(S),2.26
,94.34,(S),(S),0,2.26
,96.23,(S),0,0,2.64
,92.08,(S),(S),0,3.4
,97.36,(S),0,0,1.89
,97.74,0,0,0,(S)
,95.09,(S),(S),(S),(S)
,98.49,(S),0,(S),0
,87.17,7.55,(S),(S),3.77
,59.62,10.94,11.32,(S),17.74
,89.43,(S),0,3.77,(S)
,95.85,(S),(S),0,(S)
,2.26,(S),(S),0,96.98
,9.81,(S),(S),0,89.06
,94.34,0,(S),(S),2.26
,87.92,5.66,2.26,(S),1.89
,98.11,(S),(S),0,0
,1.89,(S),95.47,0,(S)
,97.74,0,0,(S),(S)
,94.72,0,(S),0,3.4
,6.04,(S),77.74,(S),3.77
,5.66,(S),0,0,93.21
,95.85,0,(S),(S),(S)
,(S),(S),89.81,0,2.26
,97.36,0,(S),0,(S)
,94.72,0,(S),(S),2.26
,93.21,(S),(S),2.26,1.89
,95.85,0,(S),0,(S)
,8.3,0,77.36,0,1.89
,4.91,90.19,0,0,1.89
,95.09,0,0,(S),(S)
,90.19,0,(S),0,9.06
,96.6,(S),(S),(S),(S)
,56.6,31.7,(S),(S),6.42
,94.72,(S),(S),0,2.26
,94.72,(S),(S),(S),1.89
,89.81,6.42,(S),0,(S)
,98.11,(S),(S),0,(S)
,75.47,2.26,20,0,(S)
,91.7,(S),1.89,(S),2.64
,76.6,(S),12.83,0,(S)
,9.06,(S),80.38,(S),2.26
,93.58,(S),(S),0,6.04
,89.06,1.89,(S),3.77,3.77
,39.25,52.08,(S),(S),3.4
,96.23,0,(S),(S),2.26
,94.72,(S),2.64,0,2.26
,92.08,2.64,0,(S),3.02
,63.77,7.92,5.66,(S),21.89
,74.72,21.89,(S),0,1.89
,98.87,(S),0,0,(S)
,89.06,1.89,3.4,(S),4.91
,95.09,(S),(S),(S),(S)
,97.36,0,(S),0,(S)
,78.87,14.34,0,(S),(S)
,78.49,16.6,(S),(S),2.64
,94.72,(S),(S),0,3.4
,98.87,0,(S),0,0
,93.58,(S),(S),(S),4.53
,75.47,3.4,(S),9.43,(S)
,91.7,(S),(S),0,6.79
,78.87,(S),11.7,(S),6.04
,94.72,(S),(S),0,3.77
,90.19,(S),5.28,0,3.02
,(S),96.6,(S),0,(S)
,92.08,(S),4.53,0,(S)
,90.19,0,(S),(S),3.77
,93.96,(S),0,0,5.28
,95.85,(S),(S),0,(S)
,35.23,5.3,51.52,0,6.06
,7.2,(S),3.03,83.33,(S)
,95.08,0,0,0,4.92
,96.21,(S),(S),0,2.27
,5.68,(S),70.45,(S),20.83
,93.56,0,(S),(S),3.41
,94.7,(S),(S),0,4.92
,10.98,0,31.82,0,3.79
,87.12,(S),0,0,11.74
,1.89,0,(S),94.7,1.89
,95.83,(S),2.65,0,(S)
,97.35,0,(S),(S),(S)
,96.59,0,(S),0,(S)
,95.45,0,(S),0,3.03
,99.62,(S),0,0,(S)
,93.18,(S),0,(S),3.41
,61.74,21.97,6.44,0,6.82
,94.32,(S),0,(S),5.3
,95.83,(S),(S),0,(S)
,91.29,(S),0,0,6.82
,88.26,(S),2.27,(S),3.79
,21.97,(S),(S),0,74.24
,23.86,1.89,(S),(S),71.59
,97.73,0,(S),0,(S)
,94.32,(S),(S),0,3.41
,91.29,1.89,(S),4.55,(S)
,95.08,0,(S),(S),3.41
,96.59,(S),0,0,2.65
,97.73,(S),(S),0,(S)
,94.32,(S),(S),0,3.03
,1.89,(S),82.58,(S),13.64
,96.59,(S),0,0,1.89
,96.21,(S),(S),0,2.65
,95.08,(S),0,(S),3.79
,97.35,0,(S),0,(S)
,94.32,(S),0,0,4.92
,93.18,2.27,(S),(S),2.65
,87.12,10.61,(S),0,(S)
,95.83,(S),(S),(S),(S)
,36.74,5.68,39.77,0,12.12
,96.59,0,(S),0,(S)
,96.59,(S),2.27,(S),0
,(S),(S),0,0,98.11
,96.21,(S),(S),0,2.27
,95.08,(S),(S),0,3.03
,93.94,1.89,(S),0,3.79
,96.21,0,(S),0,2.65
,86.74,9.09,0,0,1.89
,93.94,0,3.03,(S),(S)
,93.18,(S),(S),0,5.3
,92.42,1.89,(S),(S),1.89
,80.3,14.02,(S),0,2.65
,91.67,(S),(S),0,4.55
,12.5,81.82,4.92,0,(S)
,95.83,0,(S),(S),2.27
,98.11,0,0,0,0
,(S),0,0,97.73,(S)
,95.83,2.27,(S),0,0
,94.7,0,(S),0,3.79
,96.21,(S),(S),(S),(S)
,4.55,0,0,0,95.45
,95.45,0,(S),(S),(S)
,11.74,(S),0,0,87.12
,57.2,32.2,(S),0,7.95
,85.61,(S),(S),0,11.36
,98.11,0,(S),0,(S)
,93.18,(S),(S),0,3.41
,6.06,(S),89.77,0,(S)
,3.79,3.41,0,0,92.8
,98.11,0,(S),(S),(S)
,93.94,0,(S),(S),3.41
,84.85,(S),(S),0,(S)
,78.03,(S),3.79,(S),10.23
,96.59,(S),(S),0,1.89
,67.8,4.17,22.73,(S),4.17
,87.12,3.03,(S),(S),3.03
,92.8,0,2.27,(S),3.03
,93.56,0,0,0,4.55
,93.56,0,2.27,(S),(S)
,98.11,0,(S),0,(S)
,95.08,0,(S),0,3.41
,6.44,(S),89.77,0,(S)
,98.48,0,(S),(S),0
,97.73,0,(S),0,0
,98.11,0,0,0,1.89
,96.97,0,(S),0,(S)
,96.21,0,(S),(S),(S)
,99.24,(S),0,0,0
,85.61,(S),(S),0,9.47
,55.3,37.5,(S),(S),4.55
,96.21,0,(S),0,2.65
,50,45.45,0,(S),(S)
,96.21,0,(S),(S),(S)
,98.48,0,0,0,(S)
,92.05,(S),(S),0,4.92
,93.94,0,(S),0,3.79
,96.59,0,(S),0,(S)
,6.06,84.85,(S),(S),2.65
,96.59,0,(S),0,(S)
,95.08,(S),(S),0,4.17
,92.8,(S),0,(S),5.3
,86.36,(S),1.89,(S),6.82
,94.7,(S),0,0,3.41
,96.59,0,(S),0,(S)
,97.35,0,(S),0,(S)
,96.59,(S),0,0,2.65
,8.33,25,46.21,2.65,6.06
,32.58,62.12,1.89,(S),1.89
,93.94,3.03,(S),(S),(S)
,96.97,(S),(S),0,1.89
,95.08,(S),0,0,3.03
,98.11,(S),0,(S),(S)
,91.29,(S),(S),0,6.06
,76.52,0,18.18,0,1.89
,23.11,5.3,(S),0,69.7
,96.59,0,(S),0,(S)
,98.11,(S),(S),0,(S)
,92.8,(S),0,1.89,4.55
,5.3,(S),90.53,0,(S)
,91.67,(S),4.17,(S),1.89
,98.11,(S),0,0,0
,77.65,(S),(S),14.77,3.03
,85.98,10.61,0,0,3.41
,59.85,7.95,10.61,(S),(S)
,2.65,(S),94.7,0,(S)
,51.89,(S),(S),(S),45.08
,94.7,(S),(S),(S),2.65
,85.23,(S),6.44,(S),1.89
,94.32,0,(S),(S),2.27
,13.26,21.21,5.68,0,56.82
,75.38,14.02,2.27,0,8.33
,79.55,16.29,(S),(S),(S)
,88.64,(S),(S),0,6.06
,73.48,2.65,(S),(S),17.8
,94.7,2.27,(S),0,2.27
,95.08,0,0,(S),3.41
,89.02,(S),(S),0,3.41
,99.24,(S),0,0,(S)
,18.94,77.65,(S),0,1.89
,(S),(S),0,0,98.48
,95.83,0,(S),0,2.65
,97.35,0,(S),0,(S)
,84.85,6.06,0,7.2,(S)
,96.21,(S),(S),(S),2.27
,95.45,0,(S),0,3.41
,94.7,(S),(S),(S),3.41
,98.11,0,(S),0,(S)
,95.45,(S),(S),0,2.65
,91.29,(S),(S),(S),6.44
,98.86,0,0,0,(S)
,94.7,(S),(S),(S),3.03
,85.61,(S),(S),0,10.23
,8.33,82.58,(S),(S),(S)
,92.05,0,(S),(S),(S)
,70.08,0,3.41,0,22.73
,2.65,(S),93.94,0,(S)
,94.32,0,(S),(S),3.03
,52.65,43.94,(S),(S),(S)
,96.97,(S),(S),(S),(S)
,99.24,(S),0,0,(S)
,32.95,(S),54.17,(S),5.3
,96.21,0,(S),(S),(S)
,92.42,0,0,2.27,3.03
,93.94,0,(S),(S),1.89
,87.5,(S),(S),0,8.71
,21.21,1.89,4.17,0,70.83
,95.45,0,(S),0,(S)
,82.2,4.17,(S),9.47,3.41
,18.94,3.41,70.83,(S),3.79
,3.79,(S),0,(S),95.45
,93.94,(S),0,0,5.68
,89.77,3.79,(S),(S),4.92
,96.59,(S),0,(S),1.89
,89.39,(S),(S),0,5.3
,97.35,(S),(S),0,2.27
,92.8,(S),(S),0,3.79
,97.73,(S),(S),0,1.89
,89.39,0,2.65,0,3.41
,56.82,39.77,(S),0,(S)
,63.64,12.12,3.79,(S),19.32
,1.89,(S),0,(S),97.35
,9.85,(S),(S),(S),87.88
,95.45,(S),0,(S),(S)
,82.95,4.17,(S),0,10.98
,55.68,35.98,0,(S),(S)
,2.27,(S),87.12,(S),3.79
,96.59,0,(S),0,(S)
,90.91,(S),0,(S),5.3
,65.91,3.03,4.92,0,19.32
,3.79,90.91,(S),(S),1.89
,65.53,19.32,(S),(S),6.82
,90.91,(S),(S),3.41,2.27
,95.08,0,(S),(S),2.65
,53.79,19.32,1.89,0,23.11
,(S),0,98.11,0,(S)
,97.35,(S),(S),0,(S)
,9.85,(S),3.79,0,84.85
,98.86,0,0,0,(S)
,92.8,(S),(S),0,4.17
,(S),94.32,(S),0,2.65
,94.32,0,(S),(S),1.89
,96.59,0,0,(S),(S)
,96.96,(S),0,0,(S)
,98.48,0,(S),0,(S)
,96.58,0,(S),0,(S)
,58.94,(S),33.46,(S),4.56
,0,92.78,(S),(S),2.66
,13.69,39.92,33.46,4.18,5.7
,3.04,0,86.69,0,3.8
,93.16,0,0,(S),6.08
,90.11,(S),1.9,0,6.08
,3.8,(S),74.9,(S),11.79
,98.48,(S),(S),0,0
,95.44,(S),1.9,0,(S)
,2.28,92.78,0,(S),(S)
,97.34,0,0,0,2.66
,92.78,0,(S),0,(S)
,97.72,(S),0,0,1.9
,93.54,4.18,(S),0,0
,93.92,(S),(S),(S),2.28
,92.78,0,(S),(S),2.28
,92.4,(S),(S),(S),2.28
,94.68,0,(S),(S),(S)
,95.06,0,(S),0,4.18
,93.92,(S),(S),(S),1.9
,91.25,(S),(S),0,4.94
,93.92,2.66,(S),0,1.9
,93.16,(S),(S),0,3.42
,2.66,0,91.25,0,2.66
,7.98,(S),5.32,0,86.31
,92.78,(S),2.28,(S),(S)
,87.07,9.89,0,(S),(S)
,94.3,0,(S),(S),2.66
,96.58,(S),(S),(S),0
,(S),1.9,(S),0,96.96
,97.72,0,0,0,2.28
,93.92,(S),(S),0,3.04
,90.49,(S),(S),0,6.08
,97.72,0,(S),(S),(S)
,96.58,(S),(S),0,(S)
,33.08,4.18,42.97,0,17.11
,94.3,(S),(S),(S),(S)
,91.63,(S),(S),2.66,(S)
,80.23,9.89,(S),(S),3.42
,76.81,(S),(S),14.07,(S)
,87.07,(S),(S),4.18,2.66
,86.69,(S),4.18,(S),6.46
,89.35,(S),(S),0,3.04
,83.65,6.46,0,(S),8.37
,92.78,(S),(S),0,3.42
,5.32,0,84.79,0,3.8
,95.06,(S),(S),0,3.04
,93.16,0,0,0,4.56
,96.58,(S),0,0,2.28
,92.4,(S),(S),0,2.66
,95.82,0,(S),0,3.42
,91.25,0,(S),(S),3.8
,97.34,(S),(S),0,1.9
,2.28,(S),(S),0,97.34
,92.02,(S),0,(S),7.6
,95.82,(S),(S),0,2.66
,97.72,(S),(S),0,1.9
,96.58,(S),(S),0,0
,(S),93.92,0,(S),(S)
,96.96,(S),0,0,1.9
,91.25,3.42,(S),(S),(S)
,77.95,(S),0,18.63,(S)
,84.79,0,(S),4.56,(S)
,95.06,0,(S),(S),(S)
,93.16,(S),(S),(S),2.66
,92.4,0,(S),(S),2.66
,98.1,(S),0,(S),0
,97.34,0,(S),0,1.9
,93.54,(S),(S),0,3.04
,95.44,(S),(S),0,4.18
,88.59,(S),(S),0,9.89
,99.62,(S),0,0,(S)
,94.3,3.42,0,(S),(S)
,78.33,11.79,(S),(S),3.42
,92.78,(S),(S),(S),3.04
,96.2,0,(S),(S),(S)
,92.4,2.66,(S),0,3.8
,95.44,(S),(S),0,(S)
,96.96,0,(S),0,1.9
,94.3,(S),(S),0,3.8
,50.95,39.92,1.9,(S),(S)
,92.78,0,(S),0,5.7
,92.02,(S),(S),(S),4.56
,93.92,0,(S),(S),(S)
,96.96,0,(S),0,(S)
,5.32,4.18,(S),0,90.11
,93.16,(S),(S),(S),(S)
,8.37,(S),72.62,(S),9.89
,84.79,3.8,(S),0,9.89
,93.16,(S),(S),0,4.18
,72.24,(S),12.55,(S),1.9
,6.84,0,0,0,93.16
,95.82,0,(S),(S),2.28
,93.54,0,(S),0,4.94
,95.06,0,(S),0,3.04
,92.4,0,(S),0,5.32
,64.26,30.04,(S),(S),2.66
,97.34,0,0,(S),(S)
,95.06,(S),(S),0,3.04
,95.44,(S),(S),0,1.9
,89.35,(S),(S),3.04,2.28
,96.58,0,0,(S),(S)
,97.72,0,(S),(S),0
,96.58,0,(S),0,(S)
,42.97,51.33,(S),0,5.32
,9.89,0,0,(S),88.97
,96.58,(S),0,0,(S)
,87.07,(S),(S),0,7.98
,94.68,0,(S),(S),(S)
,3.42,(S),90.11,(S),2.28
,98.1,(S),(S),0,(S)
,95.06,(S),(S),0,4.56
,91.25,2.28,(S),0,4.94
,5.32,(S),89.73,0,(S)
,95.44,(S),(S),0,4.18
,4.18,0,88.59,0,2.66
,90.87,(S),(S),0,2.66
,90.87,(S),0,(S),6.84
,95.44,(S),(S),0,2.28
,95.06,(S),(S),0,2.28
,92.02,(S),2.66,(S),2.28
,90.11,(S),3.42,0,4.94
,94.68,0,(S),0,3.8
,95.44,(S),(S),0,2.28
,95.44,(S),(S),0,(S)
,73.38,21.29,(S),(S),(S)
,93.54,2.28,(S),0,(S)
,75.67,2.66,16.35,(S),(S)
,97.72,(S),0,0,(S)
,96.58,(S),(S),0,(S)
,95.82,0,0,(S),2.66
,93.92,3.8,(S),(S),(S)
,93.54,0,(S),0,3.42
,95.06,(S),(S),0,(S)
,93.92,0,(S),0,(S)
,95.06,(S),(S),0,1.9
,98.1,(S),0,0,(S)
,4.56,86.31,0,0,3.8
,(S),(S),95.82,(S),(S)
,18.25,(S),9.51,0,71.86
,87.83,(S),(S),0,11.03
,16.35,(S),73.38,(S),3.8
,66.16,14.45,15.21,(S),(S)
,(S),95.82,0,(S),(S)
,93.16,0,(S),1.9,3.04
,94.3,(S),2.28,0,(S)
,96.58,0,(S),0,2.28
,91.25,0,(S),(S),4.18
,93.16,(S),0,1.9,4.18
,96.58,(S),(S),(S),(S)
,92.4,3.04,(S),(S),1.9
,58.94,(S),(S),0,39.54
,96.96,0,(S),0,(S)
,96.96,(S),(S),0,2.66
,10.65,44.11,23.57,(S),(S)
,93.92,(S),(S),0,4.56
,95.06,(S),2.28,0,1.9
,93.92,0,1.9,(S),2.28
,96.58,(S),(S),0,(S)
,80.99,12.55,1.9,(S),3.04
,(S),(S),0,(S),97.72
,96.2,(S),0,(S),2.28
,91.25,4.56,(S),(S),3.42
,25.48,65.02,(S),0,(S)
,96.96,0,(S),0,2.28
,84.03,(S),(S),(S),9.13
,89.73,0,(S),0,8.75
,95.44,0,0,(S),(S)
,88.97,(S),(S),(S),7.6
,93.92,0,(S),0,4.56
,94.68,0,(S),0,2.66
,93.16,(S),(S),0,3.42
,94.68,2.66,(S),0,(S)
,93.54,0,0,(S),4.94
,96.96,(S),0,0,(S)
,93.92,(S),0,(S),5.7
,31.18,65.78,(S),0,(S)
,93.92,(S),(S),(S),2.66
,88.21,4.18,(S),(S),4.18
,94.3,(S),(S),0,2.28
,7.6,86.69,(S),(S),(S)
,1.9,(S),(S),0,97.72
,97.34,(S),0,0,(S)
,94.68,(S),(S),0,1.9
,99.24,0,0,0,(S)
,93.92,(S),(S),0,2.66
,97.72,0,(S),(S),(S)
,94.68,(S),(S),0,4.18
,71.86,5.32,4.94,0,11.79
,95.06,0,(S),0,3.8
,2.66,2.66,88.97,(S),(S)
,95.82,(S),0,0,3.04
,3.8,82.51,(S),(S),4.56
,6.08,0,92.4,0,(S)
,96.96,(S),(S),0,2.28
,95.82,(S),(S),(S),(S)
,98.48,0,0,(S),(S)
,95.44,0,(S),(S),2.28
,96.2,(S),(S),0,3.42
,95.82,(S),(S),0,(S)
,90.11,0,(S),(S),6.84
,95.44,(S),0,0,3.8
,96.58,(S),(S),(S),0
,96.58,0,(S),(S),(S)
,93.54,0,(S),0,5.32
,95.06,0,(S),1.9,(S)
,96.2,(S),(S),(S),(S)
,25.86,68.82,(S),(S),2.28
,3.04,(S),(S),0,96.58
,96.58,0,(S),0,1.9
,98.48,0,0,(S),(S)
,97.72,0,(S),0,(S)
,98.1,(S),(S),0,(S)
,94.3,0,(S),(S),3.04
,7.98,88.97,(S),0,1.9
,81.37,(S),12.93,(S),3.04
,97.34,(S),0,0,1.9
,71.86,23.19,0,0,2.66
,95.06,0,(S),(S),2.28
,14.83,(S),(S),0,84.79
,88.59,2.66,3.04,0,2.66
,97.34,0,0,(S),(S)
,96.96,(S),0,0,2.66
,96.58,0,(S),(S),(S)
,98.86,(S),0,0,(S)
,92.4,0,(S),(S),3.8
,65.4,30.8,(S),0,(S)
,94.68,(S),(S),(S),4.18
,5.32,83.27,0,0,7.22
,95.44,0,0,(S),2.66
,92.78,2.28,0,(S),3.8
,91.63,0,(S),(S),5.32
,5.32,(S),36.5,(S),7.6
,94.3,(S),(S),(S),1.9
,(S),96.58,(S),0,(S)
,85.93,0,(S),0,12.93
,90.87,(S),1.9,(S),4.18
,73.76,14.45,(S),(S),3.42
,96.2,(S),0,(S),1.9
,98.86,0,0,(S),(S)
,0,(S),(S),0,99.62
,97.72,(S),(S),0,(S)
,93.51,(S),1.91,0,3.82
,98.09,0,(S),0,0
,96.18,0,(S),0,2.67
,93.13,(S),1.91,0,3.44
,90.46,(S),1.91,(S),4.2
,96.56,(S),0,0,2.67
,96.18,(S),0,0,2.67
,93.89,(S),(S),0,(S)
,(S),93.89,(S),0,1.91
,89.69,(S),0,0,(S)
,96.56,(S),0,0,1.91
,47.33,0,0,(S),51.53
,95.42,(S),(S),(S),1.91
,3.05,0,95.04,(S),0
,5.34,0,88.55,0,1.91
,93.13,4.2,(S),0,(S)
,87.4,8.4,(S),(S),(S)
,95.04,(S),(S),(S),(S)
,95.8,(S),(S),0,2.67
,94.66,3.44,(S),0,(S)
,97.33,0,(S),0,(S)
,96.56,(S),(S),0,2.29
,96.56,0,(S),0,(S)
,79.01,7.63,7.63,(S),4.58
,99.24,0,(S),0,0
,90.46,0,(S),(S),3.44
,96.95,0,(S),(S),(S)
,92.75,(S),(S),0,3.05
,97.71,0,(S),0,(S)
,96.56,0,(S),0,(S)
,92.75,3.05,(S),0,(S)
,96.18,0,(S),0,(S)
,85.5,(S),4.2,0,(S)
,94.27,0,(S),(S),3.44
,97.71,0,(S),0,(S)
,91.6,(S),(S),0,5.34
,93.51,(S),(S),0,4.2
,95.8,(S),(S),0,(S)
,95.8,(S),(S),0,2.67
,5.34,0,0,0,94.66
,6.49,0,87.02,0,2.67
,98.47,0,(S),0,(S)
,11.07,(S),0,(S),88.17
,93.51,0,(S),0,5.73
,97.33,0,(S),0,(S)
,95.8,(S),0,0,2.67
,95.42,0,0,(S),2.29
,60.31,10.31,14.5,(S),8.78
,79.77,(S),0,0,18.7
,100,0,0,0,0
,98.85,(S),0,0,(S)
,93.51,(S),0,(S),3.05
,90.08,3.05,(S),(S),3.44
,98.47,0,0,(S),(S)
,(S),(S),0,0,98.47
,96.18,(S),(S),0,2.29
,95.8,(S),0,0,3.44
,96.56,0,(S),(S),1.91
,95.04,(S),(S),(S),3.82
,10.69,15.65,61.45,0,8.78
,97.71,(S),(S),0,1.91
,93.89,(S),(S),0,5.34
,92.75,(S),(S),0,(S)
,99.62,0,(S),0,(S)
,91.98,(S),(S),0,3.44
,92.37,(S),(S),(S),3.82
,96.95,0,0,0,3.05
,93.13,(S),(S),0,4.2
,91.6,3.05,(S),(S),(S)
,51.91,4.96,(S),(S),42.75
,86.26,(S),3.44,(S),3.05
,95.8,0,(S),(S),(S)
,91.98,0,(S),(S),3.82
,92.75,1.91,(S),0,4.96
,96.56,(S),(S),0,(S)
,96.95,0,(S),0,(S)
,96.18,(S),(S),0,(S)
,99.24,0,(S),0,(S)
,98.47,(S),0,0,(S)
,93.89,(S),(S),0,(S)
,96.95,0,0,0,3.05
,99.24,0,(S),0,(S)
,97.33,0,(S),0,(S)
,86.26,10.69,(S),0,2.29
,95.8,(S),(S),0,1.91
,95.04,(S),(S),0,2.29
,94.27,0,(S),0,4.58
,96.95,0,0,0,3.05
,98.47,0,0,0,(S)
,97.71,0,(S),0,(S)
,93.51,3.44,(S),(S),1.91
